smiles	molid
CCNc1nc(C)c2nc(C(=O)O)c(=O)n(CC)c2n1	mol11727
CCOC(=O)[C-](C(=O)OCC)[n+]1ccccc1	mol11728
O=C(O)CCCC(=O)NOCc1ccccc1	mol11729
COC(=O)[C@H](Cc1ccc(O)c([N+](=O)[O-])c1)NC(=O)CN	mol11730
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O	mol11731
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O	mol11732
CC(C)(C)c1ccc([S+]([O-])CC(=O)O)cc1	mol11733
Cc1ncc(CO)c(C=N[C@H](C(=O)O)[C@@H](C)O)c1O	mol11734
CCNc1nc(C)c2c(n1)N(CC)C(O)=C(C(=O)O)N2	mol11735
CN(C)c1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	mol11736
CC(=O)NCC(=O)NCC(=O)NC(Cc1c[nH]cn1)C(=O)O	mol11737
CC(=O)NCC(=O)NC(Cc1c[nH]cn1)C(=O)NCC(=O)O	mol11738
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O	mol11739
C=C(C)CC1(CC(C)C)C(=O)NC(=O)NC1=O	mol11740
NCC(=O)NCC(=O)NCC(=O)NC(Cc1c[nH]cn1)C(=O)O	mol11741
CCNc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C	mol11742
Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1N(C)C	mol11743
CCC(C)c1cnc(CC(C)C)c(=O)n1O	mol11744
CCC(C)(O)c1cnc(CC(C)C)c(=O)n1O	mol11745
CCC1(C(C)CC(C)C)C(=O)NC(=O)NC1=O	mol11746
CCCCCCC1(CC)C(=O)NC(=O)NC1=O	mol11747
O=C(O)CN(CCCCN(CC(=O)O)CC(=O)O)CC(=O)O	mol11748
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O	mol11749
O=C(O)CN(CC(=O)O)CC(O)C(O)CN(CC(=O)O)CC(=O)O	mol11750
CCCCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O	mol11751
O=C1C(Br)=CC(=Nc2cc(Br)c(O)c(Br)c2)C=C1Br	mol11752
O=C1C(Cl)=CC(=Nc2ccc(O)c(Cl)c2)C=C1Cl	mol11753
O=C1C(Br)=CC(=Nc2ccc(O)c(Br)c2)C=C1Br	mol11754
O=C1C=CC(=Nc2c(Cl)cc(O)cc2Cl)C=C1	mol11755
O=C1C=CC(=Nc2cc(Cl)c(O)c(Cl)c2)C=C1	mol11756
O=C1C=CC(=Nc2cc(Br)c(O)c(Br)c2)C=C1	mol11757
Clc1ccc(Nc2c(Cl)cccc2Cl)c(Cl)c1	mol11758
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2ccccc2S(=O)(=O)O)c([N+](=O)[O-])c1	mol11759
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2cccc(S(=O)(=O)O)c2)c([N+](=O)[O-])c1	mol11760
O=C1NC(=S)SC1=C/C=C/c1ccccc1	mol11761
O=C(CC(=O)c1ccc[se]1)c1ccccn1	mol11762
O=P(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1	mol11763
O=P(O)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1	mol11764
O=[N+]([O-])c1ccc(Nc2cccc(S(=O)(=O)O)c2)c([N+](=O)[O-])c1	mol11765
O=[N+]([O-])c1ccc(Nc2ccc(S(=O)(=O)O)cc2)c([N+](=O)[O-])c1	mol11766
S=P(S)(c1ccc(Cl)cc1)c1ccc(Cl)cc1	mol11767
ON(N=Nc1ccccc1Cl)c1ccccc1	mol11768
ON(N=Nc1ccc(Cl)cc1)c1ccccc1	mol11769
ON(N=Nc1ccccc1)c1ccc(Cl)cc1	mol11770
ON(N=Nc1ccc(Br)cc1)c1ccccc1	mol11771
O=S(=O)(O)c1ccc(O)c(N=Nc2ccccc2)c1	mol11772
O=[N+]([O-])c1ccc(P(=O)(O)Oc2ccccc2)cc1	mol11773
O=[N+]([O-])c1ccc(Nc2ccccc2)c(S(=O)(=O)O)c1	mol11774
O=S(=O)(O)c1ccc(N=Nc2ccc(O)c(O)c2)cc1	mol11775
O=[N+]([O-])c1ccc(Nc2ccccc2S(=O)(=O)O)cc1	mol11776
O=[N+]([O-])c1ccc(Nc2ccc(S(=O)(=O)O)cc2)cc1	mol11777
O=S(=O)(O)c1ccc(O)c(N=Nc2ccc(O)cc2O)c1	mol11778
Nc1ccc(S(=O)(=O)Nc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)cc1	mol11779
O=C(CS)Nc1ccc2ccccc2c1	mol11780
OP(=S)(c1ccccc1)c1ccccc1	mol11781
S=P(S)(Oc1ccccc1)Oc1ccccc1	mol11782
O=P(S)(Oc1ccccc1)Oc1ccccc1	mol11783
O=P(O)(O)c1ccc(N=Nc2ccc(O)cc2)cc1	mol11784
O=[As](O)(O)c1ccc(N=Nc2ccc(O)cc2)cc1	mol11785
Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1	mol11786
O=S(=O)(O)c1ccc(N=NN(O)c2ccccc2)cc1	mol11787
CN(C)c1ccc(C=C2SC(=S)NC2=O)cc1	mol11788
Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1	mol11789
Nc1ccc(NS(=O)(=O)c2ccccc2)cc1	mol11790
CCC1(c2ccccc2)C(=O)NC(=S)NC1=O	mol11791
CCC1(c2ccccc2)C(=O)NC(=[Se])NC1=O	mol11792
Nc1ccc(P(=O)(O)Oc2ccccc2)cc1	mol11793
Nc1ccc(S(=O)(=O)Nc2cccc(S(N)(=O)=O)c2)cc1	mol11794
Nc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1	mol11795
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1	mol11796
O=C(O)CC[As](CCC(=O)O)c1ccc(Cl)cc1	mol11797
CCC1(C2=CCCCC2)C(=O)NC(=S)NC1=O	mol11798
O=[N+]([O-])c1ccc(P(=O)(O)OC2CCCCC2)cc1	mol11799
C[N+](C)(C)c1ccc(O)c(/C=C\C(=O)O)c1	mol11800
C=C(Br)CC1(C(CC)CC)C(=O)NC(=O)NC1=O	mol11801
Cc1ncc(CO)c(C=NC(C(=O)O)C(C)OP(=O)(O)O)c1O	mol11802
CN1CCN(C(=O)c2ccc(N)cc2)CC1	mol11803
Nc1ccc(P(=O)(O)OC2CCCCC2)cc1	mol11804
CN(C)Cc1cc(Cl)cc(CN(C)C)c1O	mol11805
CN(C)Cc1cc(F)cc(CN(C)C)c1O	mol11806
C[N+](C)(CCC(=O)NO)Cc1ccccc1	mol11807
C[N+](C)(C)CCCc1ccc(O)cc1	mol11808
O=C(O)CN(CCSCCN(CC(=O)O)CC(=O)O)CC(=O)O	mol11809
O=C(O)CN(CCSSCCN(CC(=O)O)CC(=O)O)CC(=O)O	mol11810
CCCCOP(=O)(NP(=O)(OCC)OCC)OCCCC	mol11811
CC(C)OP(=O)(NP(=O)(OC(C)C)OC(C)C)OC(C)C	mol11812
OP(=S)(c1ccc(Cl)cc1)c1ccc(Cl)cc1	mol11813
O=[N+]([O-])c1ccc(Nc2ccc(Cl)cc2)c(S(=O)(=O)O)c1	mol11814
O=S(=O)(O)c1ccc(N=Nc2cc(O)c(O)cc2Br)cc1	mol11815
Nc1ccc(S(=O)(=O)Nc2cc(Cl)cc(Cl)c2)cc1	mol11816
Nc1ccc(S(=O)(=O)Nc2cc(Cl)cc([N+](=O)[O-])c2)cc1	mol11817
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)c([N+](=O)[O-])c2)cc1	mol11818
Nc1ccc(S(=O)(=O)Nc2cccc(Cl)c2)cc1	mol11819
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1	mol11820
N#CC(=CC=CC(C#N)=C(C#N)C#N)C(C#N)C#N	mol11821
O=C1C=C(O)c2cccc3cccc1c23	mol11822
O=C(c1cccc(O)c1)c1ccc(O)cc1O	mol11823
Oc1ccc(Cc2ccccc2O)cc1	mol11824
CC(C)C(=O)C1C(=O)c2ccccc2C1=O	mol11825
O=C(O)c1ccc(C23CCCC2C3)cc1	mol11826
COC(=O)CC(C)(Cc1ccccc1)C(=O)O	mol11827
CCC(CC(=O)OC)(C(=O)O)c1ccccc1	mol11828
CCC(CC(=O)O)(CC(=O)O)c1ccccc1	mol11829
CCC(CC(=O)O)(C(=O)OC)c1ccccc1	mol11830
COC(=O)C(C(C(=O)O)C(C)(C)C)C(C)(C)C	mol11831
CCC(CC)(C(=O)O)C(CC)(CC)C(=O)OC	mol11832
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1Nc1ccc([N+](=O)[O-])cc1	mol11833
O=C(O)c1ccccc1Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]	mol11834
O=C(O)c1cccc(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c1	mol11835
O=C(O)c1cc(N=Nc2ccccc2[N+](=O)[O-])ccc1O	mol11836
O=C(O)c1cc(N=Nc2cccc([N+](=O)[O-])c2)ccc1O	mol11837
O=C(O)c1cc(N=Nc2ccc([N+](=O)[O-])cc2)ccc1O	mol11838
O=C(O)c1cccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1	mol11839
O=C(O)c1ccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1	mol11840
O=C(CC(=O)c1ccc[se]1)c1ccccc1	mol11841
O=C(O)c1cc(N=Nc2ccccc2)ccc1O	mol11842
Cn1c(=O)c2ncc(=O)[nH]c2n(-c2ccccc2)c1=O	mol11843
O=C(Nc1ccc(O)cc1)c1ccc([N+](=O)[O-])cc1	mol11844
O=C(c1cccc([N+](=O)[O-])c1)N(O)c1ccccc1	mol11845
O=C(O)c1ccccc1N=Nc1ccc(O)c(O)c1	mol11846
O=C(O)c1ccccc1Nc1ccc([N+](=O)[O-])cc1	mol11847
O=C(O)c1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1	mol11848
O=C(Nc1ccc([N+](=O)[O-])cc1)Oc1ccccc1	mol11849
ON=C(c1ccccc1)c1ccccc1	mol11850
Cc1ccc(O)c(-n2nc3ccccc3n2)c1	mol11851
O=C(Nc1ccccc1O)c1ccccc1	mol11852
O=C(Nc1ccc(O)cc1)c1ccccc1	mol11853
O=C(O)c1ccccc1Nc1ccccc1	mol11854
O=C(Nc1ccccc1)c1ccc(O)cc1O	mol11855
O=C(Nc1ccccc1)c1c(O)cccc1O	mol11856
Oc1ccccc1N=Cc1cccc(O)c1O	mol11857
Oc1ccc(C=Nc2ccccc2O)c(O)c1	mol11858
Oc1ccc(O)c(C=Nc2ccccc2O)c1	mol11859
Nc1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2)cc1	mol11860
O=C(O)c1ccc(N=NN(O)c2ccccc2)cc1	mol11861
Nc1ccc(NC(=O)c2ccccc2)cc1	mol11862
O=C(N=Nc1ccccc1)NNc1ccccc1	mol11863
CC1(Cc2ccccc2)C(=O)NC(=O)C1C#N	mol11864
CCC1(c2ccccc2)C(=O)NC(=O)C1C#N	mol11865
CSCCCO	mol11866
Cc1ccc(N(O)N=Nc2ccccc2)cc1	mol11867
Cc1ccccc1N=NN(O)c1ccccc1	mol11868
Cc1ccc(N=NN(O)c2ccccc2)cc1	mol11869
COc1ccc(N=NN(O)c2ccccc2)cc1	mol11870
O=[As](O)(Cc1ccccc1)c1ccccc1	mol11871
O=P(O)(O)C(c1ccccc1)c1ccccc1	mol11872
CC1(Cc2ccccc2)C(=O)NC(=O)C1C(=O)O	mol11873
CCC1(c2ccccc2)C(=O)NC(=O)C1C(=O)O	mol11874
CC1(Cc2ccccc2)C(=O)NC(=O)C1C(N)=O	mol11875
CCC1(c2ccccc2)C(=O)NC(=O)C1C(N)=O	mol11876
NC(C(=O)CCC(=O)O)C(=O)OCc1ccccc1	mol11877
CC(C(=O)O)(c1ccccc1)N(CC(=O)O)CC(=O)O	mol11878
CCN(CC(=O)O)C(C(=O)O)c1ccc(C)cc1	mol11879
CCC(CC(=O)OC)(Cc1ccc([N+](=O)[O-])cc1)C(=O)O	mol11880
COC(=O)CC(C)(Cc1ccc([N+](=O)[O-])cc1)C(=O)O	mol11881
COC(=O)C(C)(CC(=O)O)Cc1ccc([N+](=O)[O-])cc1	mol11882
CCC(CC(=O)O)(C(=O)OC)c1ccc([N+](=O)[O-])cc1	mol11883
O=C(O)CCSC(SCCC(=O)O)c1ccccc1	mol11884
CCOC(=O)C(C(=O)OCC)C1NC(=O)Nc2nccnc21	mol11885
NC(=O)NCCCC(NC(=O)c1ccccc1)C(=O)O	mol11886
N=C(N)NCCC[C@H](NC(=O)c1ccccc1)C(=O)O	mol11887
CCN(CC)CCOc1ccccc1C(=O)NO	mol11888
C=C(C)CC1(CC(C)CC)C(=O)NC(=O)NC1=O	mol11889
CN(C)Cc1c(O)c(O)c(O)c(CN(C)C)c1C(=O)O	mol11890
CN(C)Cc1cc(C(C)(C)C)ccc1O	mol11891
Cc1cc(CN(C)C)c(O)c(CN(C)C)c1	mol11892
COc1cc(CN(C)C)c(O)c(CN(C)C)c1	mol11893
CC1=CC(=Nc2cc(Cl)c(O)c(Cl)c2)C=C(Cl)C1=O	mol11894
O=C(O)c1cc([N+](=O)[O-])c(Nc2ccc(Cl)cc2)c([N+](=O)[O-])c1	mol11895
Oc1c(N=Nc2nccs2)ccc2ccccc12	mol11896
Oc1ccc2ccccc2c1N=Nc1nccs1	mol11897
Cc1cc(O)ccc1N=C1C=C(Cl)C(=O)C(Cl)=C1	mol11898
CC1=CC(=Nc2cc(Cl)c(O)c(Cl)c2)C=CC1=O	mol11899
CC1=CC(=Nc2cc(Br)c(O)c(Br)c2)C=CC1=O	mol11900
CC1=CC(=O)C=CC1=Nc1cc(Br)c(O)c(Br)c1	mol11901
Oc1ccc(N=Nc2nc3ccccc3s2)c(O)c1	mol11902
COc1cc(O)ccc1N=C1C=C(Cl)C(=O)C(Cl)=C1	mol11903
COC1=CC(=Nc2cc(Cl)c(O)c(Cl)c2)C=CC1=O	mol11904
COC1=CC(=Nc2cc(Br)c(O)c(Br)c2)C=CC1=O	mol11905
O=C(O)c1cc(N=Nc2ccc(Cl)cc2)ccc1O	mol11906
O=C(O)c1cc(N=Nc2ccc(Br)cc2)ccc1O	mol11907
O=C(O)c1cc(N=Nc2ccc(I)cc2)ccc1O	mol11908
O=C(Nc1ccc([N+](=O)[O-])cc1)Oc1ccc(Cl)cc1	mol11909
O=S(=O)(O)c1ccc2c(N=Nc3nccs3)c(O)ccc2c1	mol11910
O=S(=O)(O)c1ccc2c(N=Nc3nccs3)c(O)c(S(=O)(=O)O)cc2c1	mol11911
O=C(Nc1ccc(O)cc1)c1ccc(Cl)cc1	mol11912
O=C(c1ccccc1Cl)N(O)c1ccccc1	mol11913
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)O)cc2)ccc1O	mol11914
Nc1ccc(NC(=O)c2ccc(Cl)cc2)cc1	mol11915
O=C(O)c1ccc(NS(=O)(=O)c2ccccc2)cc1	mol11916
O=C(O)c1ccc(NS(=O)(=O)c2ccccc2)cc1O	mol11917
O=S(=O)(O)C(N=Nc1ccccc1)=NNc1ccccc1	mol11918
O=C(NP(=O)(O)Oc1ccccc1)c1ccccc1	mol11919
Cc1ccc(N=Nc2cc(S(=O)(=O)O)ccc2O)cc1	mol11920
Cc1ccc(O)c(N=Nc2ccc(S(=O)(=O)O)cc2)c1	mol11921
C[n+]1ccccc1C(=NO)c1ccccc1	mol11922
Cc1cccc(NS(=O)(=O)c2ccc(N)cc2)c1	mol11923
Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1	mol11924
COc1cccc(NS(=O)(=O)c2ccc(N)cc2)c1	mol11925
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1	mol11926
O=C(NCC(=O)N1CSCC1C(=O)O)c1ccccc1	mol11927
C=CCC1(C2=CCCCC2)C(=O)NC(=S)NC1=O	mol11928
O=S(=O)(O)c1ccc2c(N=Nc3ncc(Br)s3)c(O)c(S(=O)(=O)O)cc2c1	mol11929
N#CC(C#N)=C(C#N)c1ccc(C(C#N)C#N)cc1	mol11930
O=C1c2ccccc2C(=O)c2c1ccc(O)c2O	mol11931
O=C1c2ccccc2C(=O)C1Cc1ccco1	mol11932
CC1=CC(=O)C(C2=C(O)C(=O)C(C)=CC2=O)=C(O)C1=O	mol11933
CC1=C(C2C(=O)C=C(O)C(=O)C2C)C(=O)C=C(O)C1=O	mol11934
CC1=C(c2c(C)cc(O)cc2O)C(=O)C=C(O)C1=O	mol11935
CC(C)CC(=O)C1C(=O)c2ccccc2C1=O	mol11936
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O	mol11937
CCc1cc2c(C)cc(=O)oc2c(C(C)=O)c1O	mol11938
Cc1cc(O)cc(O)c1-c1c(C)cc(O)cc1O	mol11939
O=C(O)c1ccc(C23CCCCC2C3)cc1	mol11940
CCCC(CC(=O)O)(CC(=O)O)c1ccccc1	mol11941
CC1N=C(C=C2CC(C)(C)CN2)CC1(C)C	mol11942
CCCCCCCCCCCCCC(=O)O	mol11943
O=C1c2ccccc2C(=O)c2c(O)c(S(=O)(=O)O)cc(O)c21	mol11944
O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)O)c(O)c2O	mol11945
Oc1c(N=Nc2ccccn2)ccc2cccnc12	mol11946
O=C1c2ccccc2C(=O)C1Cc1cccs1	mol11947
O=C(O)c1ccccc1NC(=O)c1c(O)cccc1O	mol11948
O=C(O)c1ccc(NC(=O)c2c(O)cccc2O)cc1	mol11949
ON=C(C(=NO)c1ccccc1)c1ccccc1	mol11950
N#CC1C(=O)NC(=O)C12CCCc1ccccc12	mol11951
Cc1ccccc1N=Nc1ccc(O)c(C(=O)O)c1	mol11952
Cc1cccc(N=Nc2ccc(O)c(C(=O)O)c2)c1	mol11953
Cc1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1	mol11954
Cc1ccc(O)c(N=Nc2ccccc2C(=O)O)c1	mol11955
COc1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1	mol11956
O=[N+]([O-])C(C(c1ccccc1)c1ccccc1)[N+](=O)[O-]	mol11957
O=C(Cc1ccccc1)N(O)c1ccccc1	mol11958
Cc1ccc(C(=O)Nc2ccc(O)cc2)cc1	mol11959
Cc1ccccc1C(=O)N(O)c1ccccc1	mol11960
Cc1cccc(C(=O)N(O)c2ccccc2)c1	mol11961
Cc1ccc(C(=O)N(O)c2ccccc2)cc1	mol11962
Cc1cccc(N(O)C(=O)c2ccccc2)c1	mol11963
Cc1ccc(N(O)C(=O)c2ccccc2)cc1	mol11964
Cc1cc(N=C2C=CC(=O)C=C2)cc(C)c1O	mol11965
CC(=O)c1ccc(N=NN(O)c2ccccc2)cc1	mol11966
COc1ccc(C(=O)Nc2ccc(O)cc2)cc1	mol11967
COc1ccc(C(=O)N(O)c2ccccc2)cc1	mol11968
COc1cc(N=C2C=CC(=O)C=C2)cc(OC)c1O	mol11969
COC(=O)[C-](C(=O)OC)[n+]1cccc2ccccc21	mol11970
COC(=O)C(C(=O)OC)c1nccc2ccccc12	mol11971
NNC(=O)C(c1ccccc1)c1ccccc1	mol11972
Cc1ccc(C(=O)Nc2ccc(N)cc2)cc1	mol11973
COc1ccc(C(=O)Nc2ccc(N)cc2)cc1	mol11974
CC(=O)Nc1ccc(N=NN(O)c2ccccc2)cc1	mol11975
C=CCC1(Cc2ccccc2)C(=O)NC(=O)NC1=O	mol11976
NC(=O)C(Cc1cn(-c2ccccc2)c(=O)[nH]c1=O)C(N)=O	mol11977
Cc1ccc(N=NN(O)c2ccc(C)cc2)cc1	mol11978
Cc1ccc(P(=O)(O)c2ccc(C)cc2)cc1	mol11979
Cc1ccc(OP(=O)(O)c2ccc(C)cc2)cc1	mol11980
Cc1ccc(P(=S)(S)c2ccc(C)cc2)cc1	mol11981
CC1(C)CC(=O)C(C2NC=Nc3nccnc32)C(=O)C1	mol11982
CC(C)C1(Cc2ccccc2)C(=O)NC(=O)NC1=O	mol11983
CCC1(CCc2ccccc2)C(=O)NC(=O)NC1=O	mol11984
O=C(O)CN(CC(=O)O)c1ccc(N(CC(=O)O)CC(=O)O)cc1	mol11985
CCCCC(C(C)=O)C(=O)Nc1ccccc1	mol11986
CC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1c[nH]cn1)C(=O)O	mol11987
O=C(O)c1cc(N(CCO)CCO)c(C(=O)O)cc1NCCO	mol11988
CC(C)(C)c1cc(S(=O)(=O)O)cc(C(C)(C)C)c1O	mol11989
CCCCC(CC)CC1(CC)C(=O)NC(=O)NC1=O	mol11990
O=C(O)CN(CCCCCCN(CC(=O)O)CC(=O)O)CC(=O)O	mol11991
O=C(O)CN(CCCOCCCN(CC(=O)O)CC(=O)O)CC(=O)O	mol11992
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O	mol11993
O=C(O)CN(CCN(CCO)CCN(CC(=O)O)CC(=O)O)CC(=O)O	mol11994
CC1=CC(=Nc2cc(Cl)c(O)c(Cl)c2)C(C)=CC1=O	mol11995
CC1=CC(=Nc2cc(Cl)c(O)c(Cl)c2)C=C(C)C1=O	mol11996
CCc1cc(O)ccc1N=C1C=C(Br)C(=O)C(Br)=C1	mol11997
CC1=CC(=Nc2cc(Br)c(O)c(Br)c2)C=C(C)C1=O	mol11998
CCC1=CC(=Nc2cc(Br)c(O)c(Br)c2)C=CC1=O	mol11999
COc1ccc(NC(=S)c2ccccc2)cc1	mol12000
CC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1	mol12001
O=C(O)CN(CC(=O)O)c1ccc(S(=O)(=O)O)c2ccccc12	mol12002
CC(=O)c1cccc(NS(=O)(=O)c2ccc(N)cc2)c1	mol12003
CC(=O)c1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1	mol12004
CN(C)c1cccc(NS(=O)(=O)c2ccc(N)cc2)c1	mol12005
CN(C)c1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1	mol12006
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O	mol12007
CC(=O)N(c1cc(C)ccc1C)N1CCNCC1	mol12008
CC(=O)N(c1c(C)cccc1C)N1CCNCC1	mol12009
O=C(C(=S)N(CCCO)CCCO)N(CCCO)CCCO	mol12010
CCCC[P+](CCCC)(CCCC)CC(=O)O	mol12011
O=C1c2ccccc2C(=O)C1c1ccccc1	mol12012
O=C(CC(=O)c1ccccc1)c1ccccc1	mol12013
COC1=C(C2C(=O)C=C(C)C(=O)C2O)C(=O)C=C(C)C1=O	mol12014
O=C1C2=C(CCCC2)C(=O)C1c1ccccc1	mol12015
O=C1C2=CCCCC2C(=O)C1c1ccccc1	mol12016
O=C1C(c2ccccc2)C(=O)C2CCCCC12	mol12017
CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1O	mol12018
O=C1c2ccccc2C(=O)C1c1ccccc1Cl	mol12019
O=C1c2ccccc2C(=O)C1c1cccc(Cl)c1	mol12020
O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1	mol12021
O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1	mol12022
O=C1c2ccccc2C(=O)C1c1ccc([N+](=O)[O-])cc1	mol12023
O=C1c2ccccc2C(=O)C1c1ccc(S(=O)(=O)O)cc1	mol12024
O=C1c2cccc(S(=O)(=O)O)c2C(=O)C1c1ccccc1	mol12025
Oc1ccc(N=Nc2ccccn2)c2ccccc12	mol12026
Oc1ccc2ccccc2c1N=Nc1ccccn1	mol12027
O=c1[nH]c(=O)n(-c2ccccc2)c(=O)n1-c1ccccc1	mol12028
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1	mol12029
O=C(CC(=O)c1cccc(S(=O)(=O)O)c1)c1ccccc1	mol12030
O=C(CC(=O)c1ccc(S(=O)(=O)O)cc1)c1ccccc1	mol12031
O=C(CC(=O)c1ccccc1)Nc1ccccc1	mol12032
O=C(C=Cc1ccccc1)N(O)c1ccccc1	mol12033
CC1(c2ccc3ccccc3c2)CC(=O)NC1=O	mol12034
O=C1C2=C(CCCC2)C(=O)C1c1ccc([N+](=O)[O-])cc1	mol12035
Cc1ccc(OS(=O)(=O)CS(=O)(=O)Oc2ccc(C)cc2)cc1	mol12036
CC(=O)NC(C(=O)CCC(=O)O)C(=O)OCc1ccccc1	mol12037
CC1=Nc2nccnc2C(C2C(=O)CC(C)(C)CC2=O)N1	mol12038
CCCCC1(Cc2ccccc2)C(=O)NC(=O)NC1=O	mol12039
O=C(NCC(=O)C1(C(=O)O)CCCCN1)c1ccccc1	mol12040
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)CC(=O)O	mol12041
CC(C)(C)c1cc(C#N)cc(C(C)(C)C)c1O	mol12042
CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	mol12043
CCC=CC(C(=O)O)=C(C)C1CNC(C(=O)O)C1CC(=O)O	mol12044
CC(C)(C)c1cc(C(N)=O)cc(C(C)(C)C)c1O	mol12045
C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1	mol12046
CCCCCCc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O	mol12047
O=C1C(Cl)=CC(=Nc2ccc(O)c3ncccc23)C=C1Cl	mol12048
O=C1C(Br)=CC(=Nc2ccc(O)c3ncccc23)C=C1Br	mol12049
O=C(O)C=Cc1cc(N=C2C=C(Cl)C(=O)C(Cl)=C2)ccc1O	mol12050
O=C(O)C=Cc1cc(N=C2C=C(Br)C(=O)C(Br)=C2)ccc1O	mol12051
Oc1ccc(N=Nc2nc(-c3ccccc3)cs2)c(O)c1	mol12052
NS(=O)(=O)c1ccc(N=Nc2ccc(O)c3ncccc23)cc1	mol12053
C(=Cc1nccc2ccsc12)c1ccccc1	mol12054
CC(=O)N(c1c(C)cccc1C)N1CCN(C)CC1	mol12055
CCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C	mol12056
CCCCCCCCCC[N+](C)(C)C(C)C(=O)O	mol12057
O=C1c2ccccc2C(=O)C1Cc1ccccc1	mol12058
Oc1ccccc1-c1cc2ccccc2cc1O	mol12059
COc1ccccc1C1C(=O)c2ccccc2C1=O	mol12060
COc1cccc(C2C(=O)c3ccccc3C2=O)c1	mol12061
COc1ccc(C2C(=O)c3ccccc3C2=O)cc1	mol12062
O=C(O)C(O)C(C(=O)O)(c1ccccc1)c1ccccc1	mol12063
CCCc1c2cc(O)c(=O)cc-2oc2cc(O)c(O)cc12	mol12064
CC(C)CCCC(=O)C1C(=O)c2ccccc2C1=O	mol12065
C#CC#CC=C=CC(CCC(=O)O)[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O	mol12066
O=C1C=CC(=Nc2ccc(O)c3ccccc23)C=C1	mol12067
O=C1CC2(C(=O)N1)c1ccccc1-c1ccccc12	mol12068
O=C1c2ccccc2C(=O)C1Cc1ccc(Cl)cc1	mol12069
O=C1c2ccccc2C(=O)C1Cc1ccc(Br)cc1	mol12070
O=C1c2ccccc2C(=O)C1Cc1ccc(I)cc1	mol12071
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)C1=O	mol12072
O=C1c2ccccc2C(=O)C1Cc1ccc([N+](=O)[O-])cc1	mol12073
Oc1ccccc1N=Nc1c(O)ccc2ccccc12	mol12074
