smiles	molid
O=C(NC1CCCCC1)NS(=O)(=O)c1ccccc1	mol28571
N#Cc1ccc(NS(=O)(=O)c2ccc(C#N)cc2)cc1	mol28572
CS(=O)(=O)CS(=O)(=O)Oc1cccc(Cl)c1	mol28573
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1	mol28574
CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1	mol28575
CCCCNC(=O)NS(=O)(=O)c1ccc(CC)cc1	mol28576
CCCCCCNC(=O)NS(=O)(=O)c1ccccc1	mol28577
CCCCNC(=O)NS(=O)(=O)c1ccc(C)c(C)c1	mol28578
CCCCNC(=O)NS(=O)(=O)c1ccc(CN)cc1	mol28579
CCN(CC)C(=O)N(C)S(=O)(=O)c1ccc(N)cc1	mol28580
CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1	mol28581
CCCNC(=O)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1	mol28582
O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12	mol28583
NS(=O)(=NS(=O)(=O)C(F)(F)F)c1ccccc1	mol28584
O=C(NS(=O)(=O)c1ccc(Cl)cc1)[C@@H]1CCCN1	mol28585
COc1ccc(S(=O)(=O)Nc2ccc(C#N)cc2)cc1	mol28586
COc1ccc(NS(=O)(=O)c2ccc(C#N)cc2)cc1	mol28587
O=S(=O)(Nc1cccc(Cl)c1)NC1CCCCC1	mol28588
O=S(=O)(NS(=O)(=O)C(F)(F)F)c1ccccc1	mol28589
CCCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1	mol28590
CC(C)CNC(=O)NS(=O)(=O)c1ccc(Cl)cc1	mol28591
CC(=O)c1ccc(OS(=O)(=O)Cc2ccccc2)cc1	mol28592
O=C(NCc1ccccc1)NS(=O)(=O)c1ccccc1	mol28593
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1	mol28594
Cc1ccc(S(=O)(=O)NC(=O)Nc2ccccc2)cc1	mol28595
Cc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1	mol28596
Cc1cccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)c1	mol28597
Cc1ccccc1C(=O)NS(=O)(=O)c1ccc(N)cc1	mol28598
Cc1ccc(NC(=O)NS(=O)(=O)c2ccccc2)cc1	mol28599
Nc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1	mol28600
O=S(=O)(Cc1ccc(C(F)(F)F)cc1)C(F)(F)F	mol28601
O=S(=O)(Cc1cccc(C(F)(F)F)c1)C(F)(F)F	mol28602
N#Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1	mol28603
N#Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1	mol28604
Cc1ccccc1S(=O)(=O)Nc1ccccc1[N+](=O)[O-]	mol28605
O=[N+]([O-])c1cccc(S(=O)(=O)NCc2ccccc2)c1	mol28606
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1-c1ccccc1	mol28607
Cc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1	mol28608
O=[N+]([O-])c1ccccc1S(=O)(=O)NCc1ccccc1	mol28609
Cc1ccccc1NS(=O)(=O)c1ccccc1[N+](=O)[O-]	mol28610
COc1cccc(NS(=O)(=O)NCc2ccccc2)c1	mol28611
O=S1(=O)NS(=O)(=O)C(F)(F)C(F)(F)C1(F)F	mol28612
O=S(=O)(Nc1ccc(Cl)cc1Cl)C(F)(F)F	mol28613
O=[N+]([O-])c1cc([N+](=O)[O-])c(S(=O)(=O)O)c([N+](=O)[O-])c1	mol28614
O=[N+]([O-])c1cccc(OS(=O)(=O)Cc2ccccc2)c1	mol28615
O=[N+]([O-])c1ccc(OS(=O)(=O)Cc2ccccc2)cc1	mol28616
O=[N+]([O-])c1ccccc1OS(=O)(=O)Cc1ccccc1	mol28617
Nc1ccc(S(=O)(=O)Nc2cccc([N+](=O)[O-])c2)cc1	mol28618
O=C(c1ccccc1)c1cccc(NS(=O)(=O)CF)c1	mol28619
COc1ccccc1NS(=O)(=O)c1ccccc1OC	mol28620
COc1ccc(NS(=O)(=O)c2ccc(OC)cc2)cc1	mol28621
O=[N+]([O-])c1ccc(OS(=O)(=O)Nc2ccccc2)cc1	mol28622
O=C(Nc1ccc(F)cc1)NS(=O)(=O)c1ccccc1	mol28623
CS(=O)(=O)CS(=O)(=O)Oc1ccc([N+](=O)[O-])cc1	mol28624
CS(=O)(=O)CS(=O)(=O)Oc1ccccc1[N+](=O)[O-]	mol28625
CS(=O)(=O)CS(=O)(=O)Oc1cccc([N+](=O)[O-])c1	mol28626
O=S(=O)(CS(=O)(=O)c1ccccc1)c1ccccc1	mol28627
O=S(=O)(NCc1ccccc1)Nc1ccc(Cl)cc1	mol28628
O=S(=O)(NCc1ccccc1)Nc1cccc(Cl)c1	mol28629
O=S(=O)(NS(=O)(=O)c1ccccc1)c1ccccc1	mol28630
COc1ccccc1NS(=O)(=O)c1ccccc1Cl	mol28631
COc1ccccc1S(=O)(=O)Nc1ccccc1Cl	mol28632
COc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1	mol28633
O=S(=O)(NCc1ccccc1)c1ccc2ccccc2n1	mol28634
CCCCNC(=O)NS(=O)(=O)c1ccc(C(C)=O)cc1	mol28635
O=C(NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)[C@@H]1CCCN1	mol28636
O=[N+]([O-])c1ccc(NS(=O)(=O)NC2CCCCC2)cc1	mol28637
CCCCNC(=O)NS(=O)(=O)c1ccc(N(C)C)cc1	mol28638
Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1	mol28639
C[Si](C)(C)C([Si](C)(C)C)S(=O)(=O)c1ccccc1	mol28640
CCCCNC(=O)NS(=O)(=O)c1ccc(OCC)cc1	mol28641
O=S(=O)(Nc1ccccc1Cl)c1ccccc1Cl	mol28642
CCS(=O)(=O)C(c1ccc(C#N)cc1)S(=O)(=O)CC	mol28643
CCCCNC(=O)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1	mol28644
CC(C)(C)NC(=O)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1	mol28645
CCCCNC(=O)NS(=O)(=O)c1cccc([N+](=O)[O-])c1	mol28646
Cc1ccc(S(N)(=O)=NS(=O)(=O)C(F)(F)F)cc1	mol28647
Cc1ccc(S(=O)(=O)NS(=O)(=O)C(F)(F)F)cc1	mol28648
Nc1ccc(S(N)(=O)=NS(=O)(=O)C(F)(F)F)cc1	mol28649
Nc1c(S(=O)(=O)O)ccc2c1C(=O)c1ccccc1C2=O	mol28650
N#Cc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1	mol28651
N#Cc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1	mol28652
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1	mol28653
O=S(=O)(NCc1ccccc1)c1nc2ccccc2s1	mol28654
Cc1ccc(S(=O)(=O)NC(=O)NCc2ccccc2)cc1	mol28655
Cc1ccc(NC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1	mol28656
CCc1ccc(S(=O)(=O)NC(=O)Nc2ccccc2)cc1	mol28657
Cc1ccc(S(=O)(=O)NC(=O)Nc2ccccc2)cc1C	mol28658
CCc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1	mol28659
Cc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)c(C)c1	mol28660
Cc1ccc(C)c(C(=O)NS(=O)(=O)c2ccc(N)cc2)c1	mol28661
Cc1ccc(S(=O)(=O)N[C@H](C(=O)O)c2ccccc2)cc1	mol28662
NCc1ccc(S(=O)(=O)NC(=O)Nc2ccccc2)cc1	mol28663
CCCCNS(=O)(=O)Nc1ccc(Br)cc1	mol28664
O=C(NS(=O)(=O)c1cccc([N+](=O)[O-])c1)c1ccccc1	mol28665
COc1ccc(NC(=O)NS(=O)(=O)c2ccccc2)cc1	mol28666
COc1ccccc1NC(=O)NS(=O)(=O)c1ccccc1	mol28667
COc1ccc(S(=O)(=O)NC(=O)Nc2ccccc2)cc1	mol28668
O=[N+]([O-])c1cccc(NS(=O)(=O)NCc2ccccc2)c1	mol28669
CCS(=O)(=O)C(Sc1ccccc1)S(=O)(=O)CC	mol28670
COc1ccccc1S(=O)(=O)Nc1ccccc1[N+](=O)[O-]	mol28671
COc1ccccc1NS(=O)(=O)c1ccccc1[N+](=O)[O-]	mol28672
O=[N+]([O-])c1ccc(OS(=O)(=O)NCc2ccccc2)cc1	mol28673
COc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1	mol28674
COc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1	mol28675
Cc1ccc(S(=O)(=O)NC(=O)Nc2ccc(F)cc2)cc1	mol28676
O=S(=O)(c1ccccc1)C(c1ccccc1)c1ccccc1	mol28677
CC(S(C)(=O)=O)S(=O)(=O)Oc1ccc([N+](=O)[O-])cc1	mol28678
CCS(=O)(=NS(=O)(=O)c1ccccc1)c1ccccc1	mol28679
Cc1ccc(S(=O)(=O)N=S(C)(=O)c2ccccc2)cc1	mol28680
CCS(=O)(=O)C(c1ccc(Cl)cc1)S(=O)(=O)CC	mol28681
CCS(=O)(=O)C(c1cccc(Cl)c1)S(=O)(=O)CC	mol28682
O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(Cl)cc1	mol28683
O=C(Nc1cccc(Cl)c1)NS(=O)(=O)c1ccccc1	mol28684
CC(S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1	mol28685
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC	mol28686
O=S(=O)(Nc1cccc(Br)c1)c1ccccc1	mol28687
O=C(c1ccccc1)c1cccc(NS(=O)(=O)C(F)F)c1	mol28688
O=S(=O)(Nc1ccccn1)c1ccc(Br)cc1	mol28689
O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1ccccc1Cl	mol28690
O=[N+]([O-])c1ccccc1NS(=O)(=O)c1ccccc1Cl	mol28691
O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1	mol28692
O=[N+]([O-])c1cccc(S(=O)(=O)Nc2cccc(Cl)c2)c1	mol28693
CCCCNC(=O)NS(=O)(=O)c1ccc(NC(C)=O)cc1	mol28694
O=[N+]([O-])c1ccc(CS(=O)(=O)C(F)(F)F)c([N+](=O)[O-])c1	mol28695
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1	mol28696
O=S(=O)(Nc1c(F)c(F)c(F)c(F)c1F)C(F)(F)F	mol28697
O=S(=O)(NCc1ccccc1)c1nnnn1-c1ccccc1	mol28698
CCCCNC(=O)NS(=O)(=O)c1ccc(C)c([N+](=O)[O-])c1	mol28699
O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(Cl)cc1	mol28700
Nc1c(Br)cc(O)c2c1C(=O)c1ccccc1C2=O	mol28701
CS(=O)(=O)CS(=O)(=O)Oc1ccc(Cl)cc1Cl	mol28702
CC(=O)c1ccc(S(=O)(=O)NC(=O)Nc2ccccc2)cc1	mol28703
CC(=O)c1ccc(NC(=O)NS(=O)(=O)c2ccccc2)cc1	mol28704
CC(C)c1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1	mol28705
CCCc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1	mol28706
Cc1cc(C)c(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1C	mol28707
Cc1cc(C)c(C(=O)NS(=O)(=O)c2ccc(N)cc2)c(C)c1	mol28708
CN(C)c1ccc(NC(=O)NS(=O)(=O)c2ccccc2)cc1	mol28709
CCOC(=O)c1ccc(OS(=O)(=O)Cc2ccccc2)cc1	mol28710
COc1ccccc1NC(=O)NS(=O)(=O)c1ccc(C)cc1	mol28711
COc1ccc(S(=O)(=O)NC(=O)NCc2ccccc2)cc1	mol28712
COc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1C	mol28713
COc1cccc(NC(=O)NS(=O)(=O)c2ccc(C)cc2)c1	mol28714
COc1ccc(NC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1	mol28715
CCS(=O)(=O)C(c1cccc([N+](=O)[O-])c1)S(=O)(=O)CC	mol28716
CCS(=O)(=O)C(c1ccc([N+](=O)[O-])cc1)S(=O)(=O)CC	mol28717
O=C(Nc1ccccc1)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1	mol28718
O=C(Nc1ccc([N+](=O)[O-])cc1)NS(=O)(=O)c1ccccc1	mol28719
O=C(Nc1ccccc1)NS(=O)(=O)c1cccc([N+](=O)[O-])c1	mol28720
O=S(=O)(N=S(=O)(c1ccccc1)C1CC1)c1ccccc1	mol28721
Cc1ccc(CNS(=O)(=O)Oc2ccc([N+](=O)[O-])cc2)cc1	mol28722
O=S(=O)(NS(=O)(=O)C(F)(F)F)c1ccc(Cl)cc1	mol28723
O=[N+]([O-])c1ccccc1NS(=O)(=O)c1ccccc1[N+](=O)[O-]	mol28724
O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1	mol28725
CC(C)S(=O)(=NS(=O)(=O)c1ccccc1)c1ccccc1	mol28726
CCCCNC(=O)NS(=O)(=O)c1ccc(Cl)c(Cl)c1	mol28727
Cc1ccc(NC(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1	mol28728
O=C(NCc1ccccc1)NS(=O)(=O)c1ccc(Cl)cc1	mol28729
O=C(NCc1ccc(Cl)cc1)NS(=O)(=O)c1ccccc1	mol28730
Cc1ccc(S(=O)(=O)NC(=O)Nc2ccc(Cl)cc2)cc1	mol28731
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1	mol28732
Cc1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1	mol28733
Cc1ccc(S(=O)(=O)Nc2ccc(Br)cc2)cc1	mol28734
Cc1ccc(S(=O)(=O)NS(=O)(=O)c2ccc(C)cc2)cc1	mol28735
O=S(=O)(Nc1ccccc1)c1ccc(Oc2ccccc2)cc1	mol28736
O=[N+]([O-])c1ccc(OS(=O)(=O)NCc2ccc(F)cc2)cc1	mol28737
O=S(=O)(Nc1ccccn1)c1ccc(Oc2ccccc2)cc1	mol28738
O=S(=O)(Nc1c(Cl)cc(Cl)cc1Cl)C(F)(F)F	mol28739
O=S(=O)(Nc1ccc(Cl)cc1C(F)(F)F)C(F)(F)F	mol28740
Nc1ccc(S(=O)(=O)Nc2cc(Br)ccn2)cc1	mol28741
O=[N+]([O-])c1cc(Cl)ccc1OS(=O)(=O)Cc1ccccc1	mol28742
Nc1ccc(S(=O)(=O)NS(=O)(=O)c2ccc(N)cc2)cc1	mol28743
O=C(NC1CCCCC1)NS(=O)(=O)c1cccc([N+](=O)[O-])c1	mol28744
O=C(NC1CCCCC1)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1	mol28745
O=C(Nc1ccc(F)cc1)NS(=O)(=O)c1ccc(Cl)cc1	mol28746
CCCCNC(=O)NS(=O)(=O)c1ccc(C(=O)OCC)cc1	mol28747
CS(=O)(=O)CS(=O)(=O)Oc1ccc([N+](=O)[O-])cc1Cl	mol28748
CS(=O)(=O)CS(=O)(=O)Oc1ccc(Cl)cc1[N+](=O)[O-]	mol28749
O=C(c1ccccc1)c1ccc(NS(=O)(=O)C(F)(F)F)cc1	mol28750
O=C(c1ccccc1)c1cccc(NS(=O)(=O)C(F)(F)F)c1	mol28751
CCCCNC(=O)NS(=O)(=O)c1ccc(OC)c([N+](=O)[O-])c1	mol28752
CC(=O)c1ccc(S(=O)(=O)NC(=O)Nc2cccc(C)c2)cc1	mol28753
CC(=O)c1ccc(S(=O)(=O)NC(=O)NCc2ccccc2)cc1	mol28754
O=S(=O)(NS(=O)(=O)c1ccc(F)cc1)c1ccc(F)cc1	mol28755
Cc1ccc(S(=O)(=O)NC(=O)Nc2ccc(N(C)C)cc2)cc1	mol28756
O=S(=O)(O)c1c(F)c(F)c(F)c2c(F)c(F)c(F)c(F)c12	mol28757
O=[N+]([O-])c1ccc(S(=O)(=O)NS(=O)(=O)C(F)(F)F)cc1	mol28758
CCCCNC(=O)NS(=O)(=O)c1ccc(Br)cc1	mol28759
COc1ccc(NC(=O)NS(=O)(=O)c2ccc(C)cc2)c(C)c1	mol28760
CC(C)Oc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1	mol28761
Nc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1	mol28762
CCCCNC(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1	mol28763
O=C(NCc1ccccc1)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1	mol28764
Cc1ccc(S(=O)(=O)N=S(=O)(c2ccccc2)C2CC2)cc1	mol28765
N#Cc1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1	mol28766
N#Cc1ccc(S(=O)(=O)Nc2ccc(Br)cc2)cc1	mol28767
O=[N+]([O-])c1cc(C(F)(F)F)ccc1CS(=O)(=O)C(F)(F)F	mol28768
Cc1ccc(S(=O)(=O)N=S(=O)(c2ccccc2)C(C)C)cc1	mol28769
O=S(=O)(O)c1cccc2c(S(=O)(=O)O)c3ccccc3cc12	mol28770
O=S(=O)(O)c1cccc2cc3cccc(S(=O)(=O)O)c3cc12	mol28771
Cc1ccc(S(=O)(=O)NC(=O)NCc2ccc(Cl)cc2)cc1	mol28772
COc1ccc(C)cc1NS(=O)(=O)Oc1ccc([N+](=O)[O-])cc1	mol28773
COc1ccc(CNS(=O)(=O)Oc2ccc([N+](=O)[O-])cc2)cc1	mol28774
O=S(=O)(NCc1ccccc1)Nc1ccc(Br)cc1	mol28775
COc1cccc(NC(=O)NS(=O)(=O)c2ccc(Cl)cc2)c1	mol28776
O=S(=O)(CP(c1ccccc1)c1ccccc1)c1ccccc1	mol28777
COc1ccc(S(=O)(=O)Nc2ccc(Br)cc2)cc1	mol28778
COc1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1	mol28779
CNS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1	mol28780
O=[N+]([O-])c1ccc(OS(=O)(=O)NCc2ccccc2Cl)cc1	mol28781
O=[N+]([O-])c1ccc(OS(=O)(=O)NCc2ccc(Cl)cc2)cc1	mol28782
Cc1ccc(S(=O)(=O)N=S(=O)(CCl)c2ccccc2)cc1	mol28783
CCS(=O)(=O)C(c1ccc(Cl)c(Cl)c1)S(=O)(=O)CC	mol28784
O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(Cl)c(Cl)c1	mol28785
O=S(=O)(Nc1ccc(Br)cc1)c1ccc(Cl)cc1	mol28786
Cc1ccc(S(=O)(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1	mol28787
Cc1c(C)c(C)c(C(=O)NS(=O)(=O)c2ccc(N)cc2)c(C)c1C	mol28788
Cc1ccc(NC(=O)NS(=O)(=O)c2ccc(C)c([N+](=O)[O-])c2)cc1	mol28789
COc1ccc(NC(=O)NS(=O)(=O)c2ccc(C)cc2)c(OC)c1	mol28790
Cc1ccc(S(=O)(=O)Nc2ccccc2/C=N/c2ccccc2)cc1	mol28791
COc1ccc(S(=O)(=O)NC(=O)Nc2ccccc2)cc1[N+](=O)[O-]	mol28792
CN(C)c1ccc(NC(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1	mol28793
O=C(Nc1ccc(Br)cc1)NS(=O)(=O)c1ccccc1	mol28794
O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(Br)cc1	mol28795
COc1ccc(S(=O)(=O)NC(=O)NCc2ccc(Cl)cc2)cc1	mol28796
O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1	mol28797
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc(Br)cc2)cc1	mol28798
O=S(=O)(Cc1ccc(S(=O)(=O)C(F)(F)F)cc1)C(F)(F)F	mol28799
O=S(=O)(C(c1ccccc1)S(=O)(=O)C(F)(F)F)C(F)(F)F	mol28800
Cc1ccc(S(=O)(=O)NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1	mol28801
Cc1ccc(S(=O)(=O)NS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1	mol28802
COc1ccc(S(=O)(=O)NS(=O)(=O)c2ccc(OC)cc2)cc1	mol28803
O=C(NCc1ccc(Cl)cc1)NS(=O)(=O)c1ccc(Cl)cc1	mol28804
O=[N+]([O-])c1cc([N+](=O)[O-])c(CS(=O)(=O)C(F)(F)F)c([N+](=O)[O-])c1	mol28805
COc1ccc(S(=O)(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1	mol28806
O=S(=O)(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1	mol28807
Cc1ccc(S(=O)(=O)Nc2ccccc2/C=N/Nc2ccccc2)cc1	mol28808
Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)NC(Cc1ccccc1)N2	mol28809
Cc1ccc(S(=O)(=O)NC(=O)Nc2ccc(Br)cc2)cc1	mol28810
O=C(NCc1ccccc1)NS(=O)(=O)c1ccc(Br)cc1	mol28811
Cc1ccc(S(=O)(=O)NC(=O)Nc2ccc(Cl)cc2)cc1[N+](=O)[O-]	mol28812
COc1ccc(NC(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1OC	mol28813
COc1ccc(OC)c(NC(=O)NS(=O)(=O)c2ccc(Cl)cc2)c1	mol28814
COc1ccc(S(=O)(=O)NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1	mol28815
O=[N+]([O-])c1ccc(S(=O)(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1	mol28816
O=[N+]([O-])c1ccc(OS(=O)(=O)NCc2ccc(Cl)cc2Cl)cc1	mol28817
Cc1ccc(S(=O)(=O)N=S(=O)(c2ccccc2)C(Cl)Cl)cc1	mol28818
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O	mol28819
O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F	mol28820
CC(=O)c1ccc(S(=O)(=O)NS(=O)(=O)c2ccc(C(C)=O)cc2)cc1	mol28821
O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1CS(=O)(=O)C(F)(F)F	mol28822
O=S(=O)(Cc1cccc(C(F)(F)F)c1)Cc1cccc(C(F)(F)F)c1	mol28823
COc1cc(OC)c(NC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1Cl	mol28824
O=[N+]([O-])c1ccc(S(=O)(=O)NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1	mol28825
O=[N+]([O-])c1cccc(S(=O)(=O)NS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1	mol28826
O=C(Nc1ccc(Br)cc1)NS(=O)(=O)c1ccc(Cl)cc1	mol28827
O=S(=O)(Nc1ccc(Br)cc1)c1ccc(Br)cc1	mol28828
Cc1ccc(S(=O)(=O)NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1	mol28829
O=S1(=O)NS(=O)(=O)c2ccc3ccccc3c2-c2c1ccc1ccccc21	mol28830
O=S(=O)(Cc1ccccc1)C(c1ccccc1)S(=O)(=O)Cc1ccccc1	mol28831
O=[N+]([O-])c1cc(S(=O)(=O)C(F)(F)F)ccc1CS(=O)(=O)C(F)(F)F	mol28832
O=C(NCc1ccc(Cl)cc1)NS(=O)(=O)c1ccc(Br)cc1	mol28833
O=S(=O)(c1ccccc1)C(Sc1ccccc1)S(=O)(=O)c1ccccc1	mol28834
O=[N+]([O-])c1cc(S(=O)(=O)NS(=O)(=O)c2ccc(Cl)cc2)ccc1Cl	mol28835
CC(=O)Nc1ccc(S(=O)(=O)NS(=O)(=O)c2ccc(NC(C)=O)cc2)cc1	mol28836
O=S(=O)(C(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F	mol28837
O=S(=O)(N=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F)C(F)(F)F	mol28838
O=S(=O)(C[Si](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1	mol28839
Cc1ccc(S(=O)(=O)Nc2ccccc2/C=N/Nc2ccc3ccccc3n2)cc1	mol28840
Cc1ccc(S(=O)(=O)Nc2ccccc2/C=N/Nc2nc3ccccc3n2C)cc1	mol28841
O=S(=O)(N=S(=O)(NS(=O)(=O)C(F)(F)F)c1ccccc1)C(F)(F)F	mol28842
O=S(=O)(NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)c1ccc(Cl)cc1	mol28843
O=[N+]([O-])c1cccc(S(=O)(=O)NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)c1	mol28844
O=[N+]([O-])c1ccc(S(=O)(=O)NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1	mol28845
N#Cc1ccc(C(S(=O)(=O)Cc2ccccc2)S(=O)(=O)Cc2ccccc2)cc1	mol28846
O=S1(=O)NS(=O)(=O)Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1	mol28847
COc1ccc(C(S(=O)(=O)Cc2ccccc2)S(=O)(=O)Cc2ccccc2)cc1	mol28848
O=[N+]([O-])c1ccc(S(=O)(=O)NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1	mol28849
O=[N+]([O-])c1cccc(S(=O)(=O)NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c1	mol28850
O=S(=O)(Cc1ccccc1)C(c1ccc(Cl)cc1)S(=O)(=O)Cc1ccccc1	mol28851
O=[N+]([O-])c1ccc(C(S(=O)(=O)Cc2ccccc2)S(=O)(=O)Cc2ccccc2)cc1	mol28852
O=S(=O)(C(c1c(F)c(F)c(F)c(F)c1F)S(=O)(=O)C(F)(F)F)C(F)(F)F	mol28853
O=[N+]([O-])c1cc(S(=O)(=O)C(F)(F)F)cc([N+](=O)[O-])c1CS(=O)(=O)C(F)(F)F	mol28854
O=S1(=O)NS(=O)(=O)OC2CCC3CCCCC3C2C2C(CCC3CCCCC32)O1	mol28855
COc1ccc(S(=O)(=NS(=O)(=O)C(F)(F)F)NS(=O)(=O)C(F)(F)F)cc1	mol28856
O=S(=O)(NS(=O)(=O)c1ccc(Br)cc1)c1ccc(Br)cc1	mol28857
Cc1ccc(S(=O)(=O)N=S(=O)(c2ccccc2)C([Si](C)(C)C)[Si](C)(C)C)cc1	mol28858
O=S(=O)(N=S(=O)(NS(=O)(=O)C(F)(F)F)c1ccc(Cl)cc1)C(F)(F)F	mol28859
O=[N+]([O-])c1cc(S(=O)(=O)NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)ccc1Cl	mol28860
O=[N+]([O-])c1ccc(S(=O)(=NS(=O)(=O)C(F)(F)F)NS(=O)(=O)C(F)(F)F)cc1	mol28861
O=S(=O)(Nc1c(F)c(F)c(F)c(F)c1F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	mol28862
O=[N+]([O-])c1cc(S(=O)(=O)NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)ccc1Cl	mol28863
O=S(=O)(c1cc(S(=O)(=O)C(F)(F)F)cc(S(=O)(=O)C(F)(F)F)c1)C(F)(F)F	mol28864
Cc1ccc(S(=O)(=O)NS(=O)(=NS(=O)(=O)C(F)(F)F)c2ccc(Cl)cc2)cc1	mol28865
O=S(=O)(NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F	mol28866
